city,project,country,province,link,slug,id
Mati City,"Mati City, Philippines",Philippines,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mati-city-philippines,city-nature-challenge-2026-mati-city-philippines,274096
Matola,Matola,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-matola,city-nature-challenge-2026-matola,274470
Matutíne,Matutíne,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-matutuine,city-nature-challenge-2026-matutuine,274474
Mavago,Mavago,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mavago,city-nature-challenge-2026-mavago,274879
Mecula,Mecula,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mecula,city-nature-challenge-2026-mecula,274878
Memphis,Memphis-Shelby County,United States of America,Tennessee,https://www.inaturalist.org/projects/city-nature-challenge-2026-memphis-shelby-county,city-nature-challenge-2026-memphis-shelby-county,265094
Mérida,Mérida Metropolitana,Mexico,Yucatán,https://www.inaturalist.org/projects/city-nature-challenge-2026-merida-metropolitana-yucatan,city-nature-challenge-2026-merida-metropolitana-yucatan,272692
Toulouse,Midi Occitan,France,Occitanie,https://www.inaturalist.org/projects/city-nature-challenge-2026-midi-occitan,city-nature-challenge-2026-midi-occitan,229716
Milazzo,Milazzo - Valle del Mela,Italy,Messina,https://www.inaturalist.org/projects/city-nature-challenge-2026-milazzo-valle-del-mela,city-nature-challenge-2026-milazzo-valle-del-mela,265080
Millville,Millville,United States of America,New Jersey,https://www.inaturalist.org/projects/city-nature-challenge-2026-millville-nj,city-nature-challenge-2026-millville-nj,274571
Place the pin on the University of Minnesota St Paul campus,Minneapolis-St. Paul,United States of America,Minnesota,https://www.inaturalist.org/projects/city-nature-challenge-2026-minneapolis-st-paul,city-nature-challenge-2026-minneapolis-st-paul,270066
Hyderabad,Hyderabad,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-hyderabad,city-nature-challenge-2026-hyderabad,264362
Jaffrey,Monadnock Region,United States of America,New Hampshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-monadnock-region,city-nature-challenge-2026-monadnock-region,270590
Elkins,Monongahela Forest Towns,United States of America,West Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-monongahela-forest-towns,city-nature-challenge-2026-monongahela-forest-towns,265891
Pisa,Monte Pisano,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-monte-pisano-cluster-biodiversita-italia,city-nature-challenge-2026-monte-pisano-cluster-biodiversita-italia,275010
Moss Landing,Monterey and Santa Cruz Counties,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-monterey-and-santa-cruz-counties,city-nature-challenge-2026-monterey-and-santa-cruz-counties,265442
Moscow,Moscow,Russia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-moscow,city-nature-challenge-2026-moscow,264793
Mossuril,Mossuril,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mossuril,city-nature-challenge-2026-mossuril,274487
Muang Sungaikolok,Muang Sungaikolok,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-muang-sungaikolok-thailand,city-nature-challenge-2026-muang-sungaikolok-thailand,275031
Muang Chiang Mai,Mueang Chiang Mai,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mueang-chiang-mai,city-nature-challenge-2026-mueang-chiang-mai,271021
Mueang Phitsanulok,Mueang Phitsanulok,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mueang-phitsanulok,city-nature-challenge-2026-mueang-phitsanulok,273667
Prachinburi,Prachinburi,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mueang-prachinburi-thailand,city-nature-challenge-2026-mueang-prachinburi-thailand,274913
Indore,Indore,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-indore,city-nature-challenge-2026-indore,269068
Port Aransas,Mustang Island/Port Aransas,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-mustang-island-texas,city-nature-challenge-2026-mustang-island-texas,265231
Mykolaiv,Mykolaiv,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mykolaiv,city-nature-challenge-2026-mykolaiv,274690
Nacala,Nacala Velha,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nacala,city-nature-challenge-2026-nacala,274475
Muang Nakhon Si Thammarat,City Nature Challenge 2026: Nakhon Si Thammarat,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nakhon-si-thammarat,city-nature-challenge-2026-nakhon-si-thammarat,275019
Keralam,Keralam,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-keralam,city-nature-challenge-2026-keralam,267317
Nashua,Nashua,United States of America,New Hampshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-nashua-nh,city-nature-challenge-2026-nashua-nh,272323
Nashville,Nashville,United States of America,Tennessee,https://www.inaturalist.org/projects/city-nature-challenge-2026-nashville-tn,city-nature-challenge-2026-nashville-tn,263988
Philipsburg,Sint Maarten,Netherlands,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nature-foundation-sint-maarten,city-nature-challenge-2026-nature-foundation-sint-maarten,277712
Chicle,Navajo Nation,United States of America,"Arizona, New Mexico, Utah",https://www.inaturalist.org/projects/city-nature-challenge-2026-navajo-nation,city-nature-challenge-2026-navajo-nation,275563
Nelson Mandela Bay,Nelson Mandela Bay,South Africa,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nelson-mandela-bay,city-nature-challenge-2026-nelson-mandela-bay,277299
New Bedford,New Bedford,United States of America,Massachusetts,https://www.inaturalist.org/projects/city-nature-challenge-2026-new-bedford,city-nature-challenge-2026-new-bedford,272687
Kolhapur,Kolhapur District,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-kolhapur-district,city-nature-challenge-2026-kolhapur-district,273901
New York City,New York City,United States of America,New York,https://www.inaturalist.org/projects/city-nature-challenge-2026-new-york-city,city-nature-challenge-2026-new-york-city,242360
Newport News,Newport News,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-newport-news,city-nature-challenge-2026-newport-news,269703
New Taipei City,NewTaipei-keelung,Taiwan,-,https://www.inaturalist.org/projects/city-nature-challenge-2026-newtaipei-keelung,city-nature-challenge-2026-newtaipei-keelung,272356
Lebanon,NH's Upper Valley,United States of America,New Hampshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-nh-s-upper-valley,city-nature-challenge-2026-nh-s-upper-valley,269901
Nice,Nice,France,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nice,city-nature-challenge-2026-nice,275308
Kota,Kota Rajasthan,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-kota,city-nature-challenge-2026-kota,278376
Newcastle upon Tyne,North East England,England,,https://www.inaturalist.org/projects/city-nature-challenge-2026-north-east-england,city-nature-challenge-2026-north-east-england,266453
Scranton,Northeast Pennsylvania,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-northeast-pennsylvania,city-nature-challenge-2026-northeast-pennsylvania,264819
Maun,Greater Northern Botswana,Botswana,,https://www.inaturalist.org/projects/city-nature-challenge-2026-northern-botswana,city-nature-challenge-2026-northern-botswana,264066
Cleveland,Northern Ohio,United States of America,Ohio,https://www.inaturalist.org/projects/city-nature-challenge-2026-northern-ohio,city-nature-challenge-2026-northern-ohio,269121
Shreveport,Northwest Louisiana,United States of America,Louisiana,https://www.inaturalist.org/projects/city-nature-challenge-2026-northwest-louisiana,city-nature-challenge-2026-northwest-louisiana,264394
Nürnberg,"Nürnberg, Fürth, Erlangen",Germany,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nuernberg-fuerth-erlangen,city-nature-challenge-2026-nuernberg-fuerth-erlangen,263235
Honolulu,O‘ahu,United States of America,Hawaii,https://www.inaturalist.org/projects/city-nature-challenge-2026-o-ahu,city-nature-challenge-2026-o-ahu,272878
Obukhivska Territorial Hromada,Obukhivska ter hromada,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-obukhivska-ter-hromada,city-nature-challenge-2026-obukhivska-ter-hromada,274899
Ochakiv,Ochakiv,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-ochakiv,city-nature-challenge-2026-ochakiv,274693
Odesa,Odesa,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-odesa,city-nature-challenge-2026-odesa,274698
Olomouc,Olomouc,Czech Republic,,https://www.inaturalist.org/projects/city-nature-challenge-2026-olomouc,city-nature-challenge-2026-olomouc,274877
Syracuse,Onondaga County,United States of America,New York,https://www.inaturalist.org/projects/city-nature-challenge-2026-onondaga-county-new-york,city-nature-challenge-2026-onondaga-county-new-york,270042
Santa Ana,Orange County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-orange-county-ca,city-nature-challenge-2026-orange-county-ca,265675
Osijek,Osječko-baranjska županija,Croatia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-osjecko-baranjska-zupanija,city-nature-challenge-2026-osjecko-baranjska-zupanija,271689
Ostrava,Ostrava,Czech Republic,,https://www.inaturalist.org/projects/city-nature-challenge-2026-ostrava,city-nature-challenge-2026-ostrava,269926
Krk,Otok Krk,Croatia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-otok-krk,city-nature-challenge-2026-otok-krk,264419
Overberg,Overberg,South Africa,,https://www.inaturalist.org/projects/city-nature-challenge-2026-overberg,city-nature-challenge-2026-overberg,273213
Overstrand Municipality,Overstrand,South Africa,,https://www.inaturalist.org/projects/city-nature-challenge-2026-overstrand,city-nature-challenge-2026-overstrand,269044
Oxfordshire,Oxfordshire,England,,https://www.inaturalist.org/projects/city-nature-challenge-2026-oxfordshire,city-nature-challenge-2026-oxfordshire,269405
Pahang,Pahang,Malaysia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-pahang-malaysia,city-nature-challenge-2026-pahang-malaysia,266528
Palm Beach County,Palm Beach County,United States of America,Florida,https://www.inaturalist.org/projects/city-nature-challenge-2026-palm-beach-county,city-nature-challenge-2026-palm-beach-county,271071
Pullman,Palouse Region,United States of America,"Idaho, Washington",https://www.inaturalist.org/projects/city-nature-challenge-2026-palouse-region,city-nature-challenge-2026-palouse-region,273991
Paris,Paris - Île de France,France,,https://www.inaturalist.org/projects/city-nature-challenge-2026-paris-ile-de-france,city-nature-challenge-2026-paris-ile-de-france,264656
penghu,penghu,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-penghu,city-nature-challenge-2026-penghu,274999
Penza,Penza Region,Russia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-penza-region,city-nature-challenge-2026-penza-region,269082
Novyi Starodub,"Novyi Starodub, Inguletske",Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-petrivska-terytorialna-hromada,city-nature-challenge-2026-petrivska-terytorialna-hromada,275006
Pierre,Central South Dakota,United States of America,South Dakota,https://www.inaturalist.org/projects/city-nature-challenge-2026-pierre-fort-pierre,city-nature-challenge-2026-pierre-fort-pierre,269392
Tucson,Pima County,United States of America,Arizona,https://www.inaturalist.org/projects/city-nature-challenge-2026-pima-county-arizona,city-nature-challenge-2026-pima-county-arizona,270358
Pittsburgh,Pittsburgh Region,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-pittsburgh-region,city-nature-challenge-2026-pittsburgh-region,272719
Plymouth,Plymouth City Nature Challenge Area,England,,https://www.inaturalist.org/projects/city-nature-challenge-2026-plymouth,city-nature-challenge-2026-plymouth,270147
Polk County,Polk County,United States of America,Florida,https://www.inaturalist.org/projects/city-nature-challenge-2026-polk-county,city-nature-challenge-2026-polk-county,270063
Potchefstroom,JB Marks Local Municipality,South Africa,,https://www.inaturalist.org/projects/city-nature-challenge-2026-potchefstroom,city-nature-challenge-2026-potchefstroom,272752
Praha,Praha,Czech Republic,,https://www.inaturalist.org/projects/city-nature-challenge-2026-prague,city-nature-challenge-2026-prague,272755
Mizoram,CNC Mizoram,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mizoram,city-nature-challenge-2026-mizoram,272911
Predazzo,"Predazzo, Valle di Fiemme e Fassa",Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-predazzo-cluster-biodiversita-italia,city-nature-challenge-2026-predazzo-cluster-biodiversita-italia,272173
Prince George,Prince George,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-prince-george-bc-canada,city-nature-challenge-2026-prince-george-bc-canada,264021
Mumbai,Mumbai,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-mumbai,city-nature-challenge-2026-mumbai,266977
Quelimane,Quelimane,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-quelimane,city-nature-challenge-2026-quelimane,274482
Nanakmatta,Nanakmatta,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nanakmatta-uttarakhand,city-nature-challenge-2026-nanakmatta-uttarakhand,267748
Redland City,Redland City,Australia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-redland-city-qld-australia,city-nature-challenge-2026-redland-city-qld-australia,269136
Regina,Regina and Area,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-regina-and-area,city-nature-challenge-2026-regina-and-area,273725
Ischia,Regno di Nettuno MPA,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-regno-di-nettuno-cluster-biodiversita-italia,city-nature-challenge-2026-regno-di-nettuno-cluster-biodiversita-italia,265225
Rehovot,Rehovot,Israel,,https://www.inaturalist.org/projects/city-nature-challenge-2026-rehovot,city-nature-challenge-2026-rehovot,269693
Reno-Sparks,Reno-Sparks,United States of America,Nevada,https://www.inaturalist.org/projects/city-nature-challenge-2026-reno-sparks,city-nature-challenge-2026-reno-sparks,273767
City of Lynchburg,City of Lynchburg parks,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-revivelyh-lynchburg-bioblitz,city-nature-challenge-2026-revivelyh-lynchburg-bioblitz,270750
Aachen,Rheinisches Revier,Germany,,https://www.inaturalist.org/projects/city-nature-challenge-2026-rheinisches-revier,city-nature-challenge-2026-rheinisches-revier,275163
Richmond,Richmond,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-richmond-bc,city-nature-challenge-2026-richmond-bc,251022
Rivne,"Rivne, Ukraine",Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-rivne,city-nature-challenge-2026-rivne,275121
Roanoke,Roanoke Valley,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-roanoke-city-county-va,city-nature-challenge-2026-roanoke-city-county-va,272553
Rochester Metropolitan Area,Rochester,United States of America,New York,https://www.inaturalist.org/projects/city-nature-challenge-2026-rochester-ny,city-nature-challenge-2026-rochester-ny,264651
Rockford,Rock River Valley,United States of America,Illinois,https://www.inaturalist.org/projects/city-nature-challenge-2026-rock-river-valley,city-nature-challenge-2026-rock-river-valley,265964
Roma,Roma,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-roma-italy,city-nature-challenge-2026-roma-italy,265319
Sacramento,Sacramento Region,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-sacramento-region,city-nature-challenge-2026-sacramento-region,264010
New Delhi,New Delhi,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nct-of-delhi,city-nature-challenge-2026-nct-of-delhi,275788
San Antonio,San Antonio Metro Area,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-san-antonio-metro-area,city-nature-challenge-2026-san-antonio-metro-area,260796
San Diego County,San Diego County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-san-diego-county,city-nature-challenge-2026-san-diego-county,263173
San Francisco Bay Area,San Francisco Bay Area,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-san-francisco-bay-area,city-nature-challenge-2026-san-francisco-bay-area,263576
San Luis Obispo,San Luis Obispo County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-san-luis-obispo-county,city-nature-challenge-2026-san-luis-obispo-county,271109
San Marcos,City of San Marcos,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-san-marcos-tx,city-nature-challenge-2026-san-marcos-tx,270264
Santa Barbara,Santa Barbara County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-santa-barbara-county,city-nature-challenge-2026-santa-barbara-county,264997
Santa Fe,Santa Fe Area,United States of America,New Mexico,https://www.inaturalist.org/projects/city-nature-challenge-2026-santa-fe-area,city-nature-challenge-2026-santa-fe-area,266139
São Paulo,São Paulo,Brazil,,https://www.inaturalist.org/projects/city-nature-challenge-2026-sao-paulo-e-regiao-metropolitana,city-nature-challenge-2026-sao-paulo-e-regiao-metropolitana,105565
Savannah Low Country and Coastal Georgia,Savannah Low Country and Coastal Georgia,United States of America,Georgia,https://www.inaturalist.org/projects/city-nature-challenge-2026-savannah-low-country-and-coastal-georgia,city-nature-challenge-2026-savannah-low-country-and-coastal-georgia,264014
Seattle,Seattle-Tacoma Metropolitan Area,United States of America,Washington,https://www.inaturalist.org/projects/city-nature-challenge-2026-seattle-tacoma-metropolitan-area,city-nature-challenge-2026-seattle-tacoma-metropolitan-area,265107
Sedona,Sedona,United States of America,Arizona,https://www.inaturalist.org/projects/city-nature-challenge-2026-sedona,city-nature-challenge-2026-sedona,278908
Redding,Shasta County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-shasta-county,city-nature-challenge-2026-shasta-county,274620
Sherbrooke,Sherbrooke,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-sherbrooke,city-nature-challenge-2026-sherbrooke,274924
Siena,Siena,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-siena-cluster-biodiversita-italia,city-nature-challenge-2026-siena-cluster-biodiversita-italia,266025
Silver City,Silver City,United States of America,New Mexico,https://www.inaturalist.org/projects/city-nature-challenge-2026-silver-city-area,city-nature-challenge-2026-silver-city-area,270278
Skokie,Skokie,United States of America,Illinois,https://www.inaturalist.org/projects/city-nature-challenge-2026-skokie-illinois,city-nature-challenge-2026-skokie-illinois,271084
Slavuta,Slavuta hromada,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-slavuta-hromada,city-nature-challenge-2026-slavuta-hromada,277623
Smolensk,Smolensk,Russia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-smolensk,city-nature-challenge-2026-smolensk,264795
Smolinska Hromada,Smolinska Hromada,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-smolinska-hromada,city-nature-challenge-2026-smolinska-hromada,274911
Madison,South Central Wisconsin,United States of America,Wisconsin,https://www.inaturalist.org/projects/city-nature-challenge-2026-south-central-wisconsin,city-nature-challenge-2026-south-central-wisconsin,269505
Miami,South Florida,United States of America,Florida,https://www.inaturalist.org/projects/city-nature-challenge-2026-south-florida-cncsoflo,city-nature-challenge-2026-south-florida-cncsoflo,264352
Nicobar,NICOBAR,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-nicobar-a-n,city-nature-challenge-2026-nicobar-a-n,278470
Kanye,Southern Botswana,Botswana,,https://www.inaturalist.org/projects/city-nature-challenge-2026-southern-botswana,city-nature-challenge-2026-southern-botswana,270716
Lake Charles,Southwest Louisiana,United States of America,Louisiana,https://www.inaturalist.org/projects/city-nature-challenge-2026-southwest-louisiana,city-nature-challenge-2026-southwest-louisiana,271205
Abingdon,Southwest Virginia,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-southwest-virginia,city-nature-challenge-2026-southwest-virginia,269103
Springfield,Springfield,United States of America,Massachusetts,https://www.inaturalist.org/projects/city-nature-challenge-2026-springfield,city-nature-challenge-2026-springfield,269954
Saint Louis,Greater St. Louis Region,United States of America,"Illinois, Missouri",https://www.inaturalist.org/projects/city-nature-challenge-2026-st-louis,city-nature-challenge-2026-st-louis,265776
St. Petersburg,St. Petersburg; Leningrad Oblast,Russia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-st-petersburg-and-leningrad-oblast,city-nature-challenge-2026-st-petersburg-and-leningrad-oblast,263275
St. Pölten,St. Pölten,Austria,,https://www.inaturalist.org/projects/city-nature-challenge-2026-st-poelten,city-nature-challenge-2026-st-poelten,265289
Stoke-on-Trent,Staffordshire & Stoke-on-Trent,England,,https://www.inaturalist.org/projects/city-nature-challenge-2026-staffordshire-stoke-on-trent,city-nature-challenge-2026-staffordshire-stoke-on-trent,265205
Modesto,Stanislaus County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-stanislaus-county,city-nature-challenge-2026-stanislaus-county,275079
State College Borough,State College Borough,United States of America,Pennsylvania,https://www.inaturalist.org/projects/city-nature-challenge-2026-state-college-borough,city-nature-challenge-2026-state-college-borough,274931
Steyr,Steyr,Austria,,https://www.inaturalist.org/projects/city-nature-challenge-2026-steyr,city-nature-challenge-2026-steyr,266708
Dover,Strafford County,United States of America,New Hampshire,https://www.inaturalist.org/projects/city-nature-challenge-2026-strafford-county,city-nature-challenge-2026-strafford-county,271955
Sunshine Coast,Sunshine Coast,Australia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-sunshine-coast-australia,city-nature-challenge-2026-sunshine-coast-australia,266322
Tagum City,"Tagum City, Philippines",Philippines,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tagum-city-philippines,city-nature-challenge-2026-tagum-city-philippines,274095
Tainan,Tainan,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tainan,city-nature-challenge-2026-tainan,272361
Taipei,Taipei,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-taipei,city-nature-challenge-2026-taipei,272355
Taitung,Taitung-Pingtung,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-taitung-pingtung,city-nature-challenge-2026-taitung-pingtung,272364
Auckland,Auckland/Tāmaki Makaurau,New Zealand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tamaki-makaurau-auckland-8cb6c4c7-5191-401b-a5d9-ec5b34fa5138,city-nature-challenge-2026-tamaki-makaurau-auckland-8cb6c4c7-5191-401b-a5d9-ec5b34fa5138,272136
Taoyuan,Taoyuan,Taiwan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-taoyuan,city-nature-challenge-2026-taoyuan,272363
Wellington,Te Upoko o te Ika/ Wellington Region,New Zealand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-te-upoko-o-te-ika-wellington,city-nature-challenge-2026-te-upoko-o-te-ika-wellington,270099
Wilmington,Team Coastal NC,United States of America,North Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-team-coastal-nc,city-nature-challenge-2026-team-coastal-nc,267345
Tehran,Tehran,Iran,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tehran,city-nature-challenge-2026-tehran,264462
Tel Aviv,Tel Aviv - Yafo,Israel,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tel-aviv,city-nature-challenge-2026-tel-aviv,265199
Leverano,Terra d'Arneo,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-terra-d-arneo-puglia-italy,city-nature-challenge-2026-terra-d-arneo-puglia-italy,272389
Myrtle Beach,The Grand Strand South Carolina,United States of America,South Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-the-grand-strand,city-nature-challenge-2026-the-grand-strand,265128
Providence,The State of Rhode Island,United States of America,Rhode Island,https://www.inaturalist.org/projects/city-nature-challenge-2026-the-state-of-rhode-island,city-nature-challenge-2026-the-state-of-rhode-island,265130
Thessaloniki,Thessaloniki,Greece,,https://www.inaturalist.org/projects/city-nature-challenge-2026-thessaloniki,city-nature-challenge-2026-thessaloniki,272765
Kamloops,Thompson Nicola Regional District,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-thompson-nicola-regional-district,city-nature-challenge-2026-thompson-nicola-regional-district,270247
Thung Song Municipality,Thung Song City,Thailand,,https://www.inaturalist.org/projects/city-nature-challenge-2026-thung-song-city,city-nature-challenge-2026-thung-song-city,273788
Olympia,Thurston County,United States of America,Washington,https://www.inaturalist.org/projects/city-nature-challenge-2026-thurston-county-wa,city-nature-challenge-2026-thurston-county-wa,274800
Prayagraj,Prayagraj,India,,https://www.inaturalist.org/projects/city-nature-challenge-2026-prayagraj-uttar-pradesh,city-nature-challenge-2026-prayagraj-uttar-pradesh,277168
Tokyo,Tokyo,Japan,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tokyo,city-nature-challenge-2026-tokyo,274413
Torino,Torino,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-torino,city-nature-challenge-2026-torino,270819
Toronto,Toronto and GTA,Canada,,https://www.inaturalist.org/projects/city-nature-challenge-2026-toronto-and-gta,city-nature-challenge-2026-toronto-and-gta,266402
Trento,Comune di Trento,Italy,,https://www.inaturalist.org/projects/city-nature-challenge-2026-trento-cluster-biodiversita-italia,city-nature-challenge-2026-trento-cluster-biodiversita-italia,278407
Raleigh,Triangle Area,United States of America,North Carolina,https://www.inaturalist.org/projects/city-nature-challenge-2026-triangle-area,city-nature-challenge-2026-triangle-area,263993
Tshwane,City of Tshwane,South Africa,,https://www.inaturalist.org/projects/city-nature-challenge-2026-tshwane,city-nature-challenge-2026-tshwane,270028
Visalia,Tulare County,United States of America,California,https://www.inaturalist.org/projects/city-nature-challenge-2026-tulare-county,city-nature-challenge-2026-tulare-county,270179
Tulsa,Tulsa Metro Area,United States of America,Oklahoma,https://www.inaturalist.org/projects/city-nature-challenge-2026-tulsa-metro-area,city-nature-challenge-2026-tulsa-metro-area,272794
Tyler,Tyler/East Texas,United States of America,Texas,https://www.inaturalist.org/projects/city-nature-challenge-2026-tyler-east-texas,city-nature-challenge-2026-tyler-east-texas,265272
Uherské hradiště,Uherskohradišťsko,Czech Republic,,https://www.inaturalist.org/projects/city-nature-challenge-2026-uherskohradistsko,city-nature-challenge-2026-uherskohradistsko,278416
Salt Lake City,Utah's Wasatch,United States of America,Utah,https://www.inaturalist.org/projects/city-nature-challenge-2026-utah-s-wasatch,city-nature-challenge-2026-utah-s-wasatch,270285
Uzhhorod,Uzhhorod,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-uzhhorod,city-nature-challenge-2026-uzhhorod,274837
Vanduzi,Vanduzi,Mozambique,,https://www.inaturalist.org/projects/city-nature-challenge-2026-vanduzi,city-nature-challenge-2026-vanduzi,274490
Varaždin,Varaždinska županija,Croatia,,https://www.inaturalist.org/projects/city-nature-challenge-2026-varazdinska-zupanija,city-nature-challenge-2026-varazdinska-zupanija,264423
Veselí nad Moravou,Veselsko,Czech Republic,,https://www.inaturalist.org/projects/city-nature-challenge-2026-veselsko,city-nature-challenge-2026-veselsko,266146
Villa Rica,Villa Rica,United States of America,Georgia,https://www.inaturalist.org/projects/city-nature-challenge-2026-villa-rica-west-georgia,city-nature-challenge-2026-villa-rica-west-georgia,273974
Vinnytsia,City Nature Challenge 2026: Vinnytsia,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-vinnytsia,city-nature-challenge-2026-vinnytsia,274938
Wakefield,Virginia Pinelands,United States of America,Virginia,https://www.inaturalist.org/projects/city-nature-challenge-2026-virginia-pinelands,city-nature-challenge-2026-virginia-pinelands,269095
Volodymyr,Volodymyr,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-volodymyr,city-nature-challenge-2026-volodymyr,274584
Deland,Volusia County,United States of America,Florida,https://www.inaturalist.org/projects/city-nature-challenge-2026-volusia-county,city-nature-challenge-2026-volusia-county,248101
Vyshhorod,Vyshhorod Hromada,Ukraine,,https://www.inaturalist.org/projects/city-nature-challenge-2026-vyshhorod-hromada,city-nature-challenge-2026-vyshhorod-hromada,274824
